"REF_DATE","GEO","DGUID","Age group","Sex","High blood pressure","Characteristics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1998","British Columbia","","12-19 years","Males","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4022937","11.2.2.4.6","","F","","","1"
"1998","British Columbia","","12-19 years","Males","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4022938","11.2.2.4.7","","F","","","1"
"1998","British Columbia","","12-19 years","Males","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4022939","11.2.2.4.8","","F","","","1"
"1998","British Columbia","","12-19 years","Females","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1892703","11.2.3.1.1","175410","","","","0"
"1998","British Columbia","","12-19 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892704","11.2.3.1.2","138192","","","","0"
"1998","British Columbia","","12-19 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892705","11.2.3.1.3","212628","","","","0"
"1998","British Columbia","","12-19 years","Females","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4022943","11.2.3.1.4","10.8","","","","1"
"1998","British Columbia","","12-19 years","Females","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4022944","11.2.3.1.5","100.0","","","","1"
"1998","British Columbia","","12-19 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4022945","11.2.3.1.6","100.0","","","","1"
"1998","British Columbia","","12-19 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4022946","11.2.3.1.7","100.0","","","","1"
"1998","British Columbia","","12-19 years","Females","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4022947","11.2.3.1.8","0.0","","","","1"
"1998","British Columbia","","12-19 years","Females","With high blood pressure","Number of persons","Persons","249","units ","0","v1892706","11.2.3.2.1","","F","","","0"
"1998","British Columbia","","12-19 years","Females","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892707","11.2.3.2.2","","F","","","0"
"1998","British Columbia","","12-19 years","Females","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892708","11.2.3.2.3","","F","","","0"
"1998","British Columbia","","12-19 years","Females","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4022951","11.2.3.2.4","","F","","","1"
"1998","British Columbia","","12-19 years","Females","With high blood pressure","Percent","Percent","239","units ","0","v4022952","11.2.3.2.5","","F","","","1"
"1998","British Columbia","","12-19 years","Females","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4022953","11.2.3.2.6","","F","","","1"
"1998","British Columbia","","12-19 years","Females","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4022954","11.2.3.2.7","","F","","","1"
"1998","British Columbia","","12-19 years","Females","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4022955","11.2.3.2.8","","F","","","1"
"1998","British Columbia","","12-19 years","Females","Without high blood pressure","Number of persons","Persons","249","units ","0","v1892709","11.2.3.3.1","175410","","","","0"
"1998","British Columbia","","12-19 years","Females","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892710","11.2.3.3.2","138192","","","","0"
"1998","British Columbia","","12-19 years","Females","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892711","11.2.3.3.3","212628","","","","0"
"1998","British Columbia","","12-19 years","Females","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4022959","11.2.3.3.4","10.8","","","","1"
"1998","British Columbia","","12-19 years","Females","Without high blood pressure","Percent","Percent","239","units ","0","v4022960","11.2.3.3.5","100.0","","","","1"
"1998","British Columbia","","12-19 years","Females","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4022961","11.2.3.3.6","100.0","","","","1"
"1998","British Columbia","","12-19 years","Females","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4022962","11.2.3.3.7","100.0","","","","1"
"1998","British Columbia","","12-19 years","Females","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4022963","11.2.3.3.8","0.0","","","","1"
"1998","British Columbia","","12-19 years","Females","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1892712","11.2.3.4.1","","F","","","0"
"1998","British Columbia","","12-19 years","Females","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892713","11.2.3.4.2","","F","","","0"
"1998","British Columbia","","12-19 years","Females","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892714","11.2.3.4.3","","F","","","0"
"1998","British Columbia","","12-19 years","Females","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4022967","11.2.3.4.4","","F","","","1"
"1998","British Columbia","","12-19 years","Females","High blood pressure, not stated","Percent","Percent","239","units ","0","v4022968","11.2.3.4.5","","F","","","1"
"1998","British Columbia","","12-19 years","Females","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4022969","11.2.3.4.6","","F","","","1"
"1998","British Columbia","","12-19 years","Females","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4022970","11.2.3.4.7","","F","","","1"
"1998","British Columbia","","12-19 years","Females","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4022971","11.2.3.4.8","","F","","","1"
"1998","British Columbia","","12-14 years","Both sexes","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1892715","11.3.1.1.1","134449","","","","0"
"1998","British Columbia","","12-14 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892716","11.3.1.1.2","101516","","","","0"
"1998","British Columbia","","12-14 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892717","11.3.1.1.3","167381","","","","0"
"1998","British Columbia","","12-14 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4022975","11.3.1.1.4","12.5","","","","1"
"1998","British Columbia","","12-14 years","Both sexes","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4022976","11.3.1.1.5","100.0","","","","1"
"1998","British Columbia","","12-14 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4022977","11.3.1.1.6","100.0","","","","1"
"1998","British Columbia","","12-14 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4022978","11.3.1.1.7","100.0","","","","1"
"1998","British Columbia","","12-14 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4022979","11.3.1.1.8","0.0","","","","1"
"1998","British Columbia","","12-14 years","Both sexes","With high blood pressure","Number of persons","Persons","249","units ","0","v1892718","11.3.1.2.1","","F","","","0"
"1998","British Columbia","","12-14 years","Both sexes","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892719","11.3.1.2.2","","F","","","0"
"1998","British Columbia","","12-14 years","Both sexes","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892720","11.3.1.2.3","","F","","","0"
"1998","British Columbia","","12-14 years","Both sexes","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4022983","11.3.1.2.4","","F","","","1"
"1998","British Columbia","","12-14 years","Both sexes","With high blood pressure","Percent","Percent","239","units ","0","v4022984","11.3.1.2.5","","F","","","1"
"1998","British Columbia","","12-14 years","Both sexes","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4022985","11.3.1.2.6","","F","","","1"
"1998","British Columbia","","12-14 years","Both sexes","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4022986","11.3.1.2.7","","F","","","1"
"1998","British Columbia","","12-14 years","Both sexes","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4022987","11.3.1.2.8","","F","","","1"
"1998","British Columbia","","12-14 years","Both sexes","Without high blood pressure","Number of persons","Persons","249","units ","0","v1892721","11.3.1.3.1","134449","","","","0"
"1998","British Columbia","","12-14 years","Both sexes","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892722","11.3.1.3.2","101516","","","","0"
"1998","British Columbia","","12-14 years","Both sexes","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892723","11.3.1.3.3","167381","","","","0"
"1998","British Columbia","","12-14 years","Both sexes","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4022991","11.3.1.3.4","12.5","","","","1"
"1998","British Columbia","","12-14 years","Both sexes","Without high blood pressure","Percent","Percent","239","units ","0","v4022992","11.3.1.3.5","100.0","","","","1"
"1998","British Columbia","","12-14 years","Both sexes","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4022993","11.3.1.3.6","100.0","","","","1"
"1998","British Columbia","","12-14 years","Both sexes","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4022994","11.3.1.3.7","100.0","","","","1"
"1998","British Columbia","","12-14 years","Both sexes","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4022995","11.3.1.3.8","0.0","","","","1"
"1998","British Columbia","","12-14 years","Both sexes","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1892724","11.3.1.4.1","","F","","","0"
"1998","British Columbia","","12-14 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892725","11.3.1.4.2","","F","","","0"
"1998","British Columbia","","12-14 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892726","11.3.1.4.3","","F","","","0"
"1998","British Columbia","","12-14 years","Both sexes","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4022999","11.3.1.4.4","","F","","","1"
"1998","British Columbia","","12-14 years","Both sexes","High blood pressure, not stated","Percent","Percent","239","units ","0","v4023000","11.3.1.4.5","","F","","","1"
"1998","British Columbia","","12-14 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4023001","11.3.1.4.6","","F","","","1"
"1998","British Columbia","","12-14 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4023002","11.3.1.4.7","","F","","","1"
"1998","British Columbia","","12-14 years","Both sexes","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4023003","11.3.1.4.8","","F","","","1"
"1998","British Columbia","","12-14 years","Males","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1892727","11.3.2.1.1","64445","E","","","0"
"1998","British Columbia","","12-14 years","Males","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892728","11.3.2.1.2","41058","E","","","0"
"1998","British Columbia","","12-14 years","Males","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892729","11.3.2.1.3","87833","E","","","0"
"1998","British Columbia","","12-14 years","Males","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023007","11.3.2.1.4","18.5","E","","","1"
"1998","British Columbia","","12-14 years","Males","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4023008","11.3.2.1.5","100.0","","","","1"
"1998","British Columbia","","12-14 years","Males","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4023009","11.3.2.1.6","100.0","","","","1"
"1998","British Columbia","","12-14 years","Males","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4023010","11.3.2.1.7","100.0","","","","1"
"1998","British Columbia","","12-14 years","Males","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4023011","11.3.2.1.8","0.0","","","","1"
"1998","British Columbia","","12-14 years","Males","With high blood pressure","Number of persons","Persons","249","units ","0","v1892730","11.3.2.2.1","","F","","","0"
"1998","British Columbia","","12-14 years","Males","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892731","11.3.2.2.2","","F","","","0"
"1998","British Columbia","","12-14 years","Males","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892732","11.3.2.2.3","","F","","","0"
"1998","British Columbia","","12-14 years","Males","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023015","11.3.2.2.4","","F","","","1"
"1998","British Columbia","","12-14 years","Males","With high blood pressure","Percent","Percent","239","units ","0","v4023016","11.3.2.2.5","","F","","","1"
"1998","British Columbia","","12-14 years","Males","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4023017","11.3.2.2.6","","F","","","1"
"1998","British Columbia","","12-14 years","Males","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4023018","11.3.2.2.7","","F","","","1"
"1998","British Columbia","","12-14 years","Males","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4023019","11.3.2.2.8","","F","","","1"
"1998","British Columbia","","12-14 years","Males","Without high blood pressure","Number of persons","Persons","249","units ","0","v1892733","11.3.2.3.1","64445","E","","","0"
"1998","British Columbia","","12-14 years","Males","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892734","11.3.2.3.2","41058","E","","","0"
"1998","British Columbia","","12-14 years","Males","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892735","11.3.2.3.3","87833","E","","","0"
"1998","British Columbia","","12-14 years","Males","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023023","11.3.2.3.4","18.5","E","","","1"
"1998","British Columbia","","12-14 years","Males","Without high blood pressure","Percent","Percent","239","units ","0","v4023024","11.3.2.3.5","100.0","","","","1"
"1998","British Columbia","","12-14 years","Males","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4023025","11.3.2.3.6","100.0","","","","1"
"1998","British Columbia","","12-14 years","Males","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4023026","11.3.2.3.7","100.0","","","","1"
"1998","British Columbia","","12-14 years","Males","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4023027","11.3.2.3.8","0.0","","","","1"
"1998","British Columbia","","12-14 years","Males","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1892736","11.3.2.4.1","","F","","","0"
"1998","British Columbia","","12-14 years","Males","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892737","11.3.2.4.2","","F","","","0"
"1998","British Columbia","","12-14 years","Males","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892738","11.3.2.4.3","","F","","","0"
"1998","British Columbia","","12-14 years","Males","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4023031","11.3.2.4.4","","F","","","1"
"1998","British Columbia","","12-14 years","Males","High blood pressure, not stated","Percent","Percent","239","units ","0","v4023032","11.3.2.4.5","","F","","","1"
"1998","British Columbia","","12-14 years","Males","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4023033","11.3.2.4.6","","F","","","1"
"1998","British Columbia","","12-14 years","Males","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4023034","11.3.2.4.7","","F","","","1"
"1998","British Columbia","","12-14 years","Males","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4023035","11.3.2.4.8","","F","","","1"
"1998","British Columbia","","12-14 years","Females","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1892739","11.3.3.1.1","70003","E","","","0"
"1998","British Columbia","","12-14 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892740","11.3.3.1.2","42769","E","","","0"
"1998","British Columbia","","12-14 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892741","11.3.3.1.3","97237","E","","","0"
"1998","British Columbia","","12-14 years","Females","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023039","11.3.3.1.4","19.8","E","","","1"
"1998","British Columbia","","12-14 years","Females","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4023040","11.3.3.1.5","100.0","","","","1"
"1998","British Columbia","","12-14 years","Females","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4023041","11.3.3.1.6","100.0","","","","1"
"1998","British Columbia","","12-14 years","Females","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4023042","11.3.3.1.7","100.0","","","","1"
"1998","British Columbia","","12-14 years","Females","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4023043","11.3.3.1.8","0.0","","","","1"
"1998","British Columbia","","12-14 years","Females","With high blood pressure","Number of persons","Persons","249","units ","0","v1892742","11.3.3.2.1","","F","","","0"
"1998","British Columbia","","12-14 years","Females","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892743","11.3.3.2.2","","F","","","0"
"1998","British Columbia","","12-14 years","Females","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892744","11.3.3.2.3","","F","","","0"
"1998","British Columbia","","12-14 years","Females","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023047","11.3.3.2.4","","F","","","1"
"1998","British Columbia","","12-14 years","Females","With high blood pressure","Percent","Percent","239","units ","0","v4023048","11.3.3.2.5","","F","","","1"
"1998","British Columbia","","12-14 years","Females","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4023049","11.3.3.2.6","","F","","","1"
"1998","British Columbia","","12-14 years","Females","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4023050","11.3.3.2.7","","F","","","1"
"1998","British Columbia","","12-14 years","Females","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4023051","11.3.3.2.8","","F","","","1"
"1998","British Columbia","","12-14 years","Females","Without high blood pressure","Number of persons","Persons","249","units ","0","v1892745","11.3.3.3.1","70003","E","","","0"
"1998","British Columbia","","12-14 years","Females","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892746","11.3.3.3.2","42769","E","","","0"
"1998","British Columbia","","12-14 years","Females","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892747","11.3.3.3.3","97237","E","","","0"
"1998","British Columbia","","12-14 years","Females","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023055","11.3.3.3.4","19.8","E","","","1"
"1998","British Columbia","","12-14 years","Females","Without high blood pressure","Percent","Percent","239","units ","0","v4023056","11.3.3.3.5","100.0","","","","1"
"1998","British Columbia","","12-14 years","Females","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4023057","11.3.3.3.6","100.0","","","","1"
"1998","British Columbia","","12-14 years","Females","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4023058","11.3.3.3.7","100.0","","","","1"
"1998","British Columbia","","12-14 years","Females","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4023059","11.3.3.3.8","0.0","","","","1"
"1998","British Columbia","","12-14 years","Females","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1892748","11.3.3.4.1","","F","","","0"
"1998","British Columbia","","12-14 years","Females","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892749","11.3.3.4.2","","F","","","0"
"1998","British Columbia","","12-14 years","Females","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892750","11.3.3.4.3","","F","","","0"
"1998","British Columbia","","12-14 years","Females","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4023063","11.3.3.4.4","","F","","","1"
"1998","British Columbia","","12-14 years","Females","High blood pressure, not stated","Percent","Percent","239","units ","0","v4023064","11.3.3.4.5","","F","","","1"
"1998","British Columbia","","12-14 years","Females","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4023065","11.3.3.4.6","","F","","","1"
"1998","British Columbia","","12-14 years","Females","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4023066","11.3.3.4.7","","F","","","1"
"1998","British Columbia","","12-14 years","Females","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4023067","11.3.3.4.8","","F","","","1"
"1998","British Columbia","","15-19 years","Both sexes","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1892751","11.4.1.1.1","256447","","","","0"
"1998","British Columbia","","15-19 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892752","11.4.1.1.2","210915","","","","0"
"1998","British Columbia","","15-19 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892753","11.4.1.1.3","301979","","","","0"
"1998","British Columbia","","15-19 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023071","11.4.1.1.4","9.1","","","","1"
"1998","British Columbia","","15-19 years","Both sexes","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4023072","11.4.1.1.5","100.0","","","","1"
"1998","British Columbia","","15-19 years","Both sexes","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4023073","11.4.1.1.6","100.0","","","","1"
"1998","British Columbia","","15-19 years","Both sexes","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4023074","11.4.1.1.7","100.0","","","","1"
"1998","British Columbia","","15-19 years","Both sexes","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4023075","11.4.1.1.8","0.0","","","","1"
"1998","British Columbia","","15-19 years","Both sexes","With high blood pressure","Number of persons","Persons","249","units ","0","v1892754","11.4.1.2.1","","F","","","0"
"1998","British Columbia","","15-19 years","Both sexes","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892755","11.4.1.2.2","","F","","","0"
"1998","British Columbia","","15-19 years","Both sexes","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892756","11.4.1.2.3","","F","","","0"
"1998","British Columbia","","15-19 years","Both sexes","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023079","11.4.1.2.4","","F","","","1"
"1998","British Columbia","","15-19 years","Both sexes","With high blood pressure","Percent","Percent","239","units ","0","v4023080","11.4.1.2.5","","F","","","1"
"1998","British Columbia","","15-19 years","Both sexes","With high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4023081","11.4.1.2.6","","F","","","1"
"1998","British Columbia","","15-19 years","Both sexes","With high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4023082","11.4.1.2.7","","F","","","1"
"1998","British Columbia","","15-19 years","Both sexes","With high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4023083","11.4.1.2.8","","F","","","1"
"1998","British Columbia","","15-19 years","Both sexes","Without high blood pressure","Number of persons","Persons","249","units ","0","v1892757","11.4.1.3.1","256447","","","","0"
"1998","British Columbia","","15-19 years","Both sexes","Without high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892758","11.4.1.3.2","210915","","","","0"
"1998","British Columbia","","15-19 years","Both sexes","Without high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892759","11.4.1.3.3","301979","","","","0"
"1998","British Columbia","","15-19 years","Both sexes","Without high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023087","11.4.1.3.4","9.1","","","","1"
"1998","British Columbia","","15-19 years","Both sexes","Without high blood pressure","Percent","Percent","239","units ","0","v4023088","11.4.1.3.5","100.0","","","","1"
"1998","British Columbia","","15-19 years","Both sexes","Without high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4023089","11.4.1.3.6","100.0","","","","1"
"1998","British Columbia","","15-19 years","Both sexes","Without high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4023090","11.4.1.3.7","100.0","","","","1"
"1998","British Columbia","","15-19 years","Both sexes","Without high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4023091","11.4.1.3.8","0.0","","","","1"
"1998","British Columbia","","15-19 years","Both sexes","High blood pressure, not stated","Number of persons","Persons","249","units ","0","v1892760","11.4.1.4.1","","F","","","0"
"1998","British Columbia","","15-19 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892761","11.4.1.4.2","","F","","","0"
"1998","British Columbia","","15-19 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892762","11.4.1.4.3","","F","","","0"
"1998","British Columbia","","15-19 years","Both sexes","High blood pressure, not stated","Coefficient of variation for number of persons","Persons","249","units ","0","v4023095","11.4.1.4.4","","F","","","1"
"1998","British Columbia","","15-19 years","Both sexes","High blood pressure, not stated","Percent","Percent","239","units ","0","v4023096","11.4.1.4.5","","F","","","1"
"1998","British Columbia","","15-19 years","Both sexes","High blood pressure, not stated","Low 95% confidence interval - percent","Percent","239","units ","0","v4023097","11.4.1.4.6","","F","","","1"
"1998","British Columbia","","15-19 years","Both sexes","High blood pressure, not stated","High 95% confidence interval - percent","Percent","239","units ","0","v4023098","11.4.1.4.7","","F","","","1"
"1998","British Columbia","","15-19 years","Both sexes","High blood pressure, not stated","Coefficient of variation for percent","Percent","239","units ","0","v4023099","11.4.1.4.8","","F","","","1"
"1998","British Columbia","","15-19 years","Males","Total population for the variable high blood pressure","Number of persons","Persons","249","units ","0","v1892763","11.4.2.1.1","151040","","","","0"
"1998","British Columbia","","15-19 years","Males","Total population for the variable high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892764","11.4.2.1.2","117611","","","","0"
"1998","British Columbia","","15-19 years","Males","Total population for the variable high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892765","11.4.2.1.3","184470","","","","0"
"1998","British Columbia","","15-19 years","Males","Total population for the variable high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023103","11.4.2.1.4","11.3","","","","1"
"1998","British Columbia","","15-19 years","Males","Total population for the variable high blood pressure","Percent","Percent","239","units ","0","v4023104","11.4.2.1.5","100.0","","","","1"
"1998","British Columbia","","15-19 years","Males","Total population for the variable high blood pressure","Low 95% confidence interval - percent","Percent","239","units ","0","v4023105","11.4.2.1.6","100.0","","","","1"
"1998","British Columbia","","15-19 years","Males","Total population for the variable high blood pressure","High 95% confidence interval - percent","Percent","239","units ","0","v4023106","11.4.2.1.7","100.0","","","","1"
"1998","British Columbia","","15-19 years","Males","Total population for the variable high blood pressure","Coefficient of variation for percent","Percent","239","units ","0","v4023107","11.4.2.1.8","0.0","","","","1"
"1998","British Columbia","","15-19 years","Males","With high blood pressure","Number of persons","Persons","249","units ","0","v1892766","11.4.2.2.1","","F","","","0"
"1998","British Columbia","","15-19 years","Males","With high blood pressure","Low 95% confidence interval -  number of persons","Persons","249","units ","0","v1892767","11.4.2.2.2","","F","","","0"
"1998","British Columbia","","15-19 years","Males","With high blood pressure","High 95% confidence interval - number of persons","Persons","249","units ","0","v1892768","11.4.2.2.3","","F","","","0"
"1998","British Columbia","","15-19 years","Males","With high blood pressure","Coefficient of variation for number of persons","Persons","249","units ","0","v4023111","11.4.2.2.4","","F","","","1"
"1998","British Columbia","","15-19 years","Males","With high blood pressure","Percent","Percent","239","units ","0","v4023112","11.4.2.2.5","","F","","","1"
